image_id,file_path,class_name,source,dataset_split,license,checksum,source_repository,source_revision,source_image_path,source_annotation_path,source_object_label,source_group,crop_box
dent-331b07a4419e8b0d,classification/dent/dent-331b07a4419e8b0d.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,7c8f869a6efffdc4585c23fa090c4e23097f7fa2062396804dd1e1dd6d0621a5,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 214.png,Car parts dataset/File1/ann/Car damages 214.png.json,Dent,Car parts dataset/File1/img/Car damages 214.png,"[698,188,794,284]"
dent-f0a2b0aa9555d45a,classification/dent/dent-f0a2b0aa9555d45a.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,3fa20b58f89e0bb80f5bd4088596249b75eea6a5d3983f42c782438aeee9f9f5,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 245.png,Car parts dataset/File1/ann/Car damages 245.png.json,Dent,Car parts dataset/File1/img/Car damages 245.png,"[96,24,306,234]"
dent-4d936dcef38780d9,classification/dent/dent-4d936dcef38780d9.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,4bbc6920c251db1914c039935e172429a98ca35ff6edfd813609c06b1123c01d,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 264.png,Car parts dataset/File1/ann/Car damages 264.png.json,Dent,Car parts dataset/File1/img/Car damages 264.png,"[462,354,558,450]"
dent-ad75f4617f781714,classification/dent/dent-ad75f4617f781714.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,51e5b0d33e06f2fc5ba490776a2ecd253ce641b0412181d319a98f92f68b39df,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 272.png,Car parts dataset/File1/ann/Car damages 272.png.json,Dent,Car parts dataset/File1/img/Car damages 272.png,"[462,176,558,272]"
dent-bd72c848bef84a5d,classification/dent/dent-bd72c848bef84a5d.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,a49ff41ca20cac881d405f9fb421459ec502ead958dbacb4b5df4f9f9be2e52d,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 314.png,Car parts dataset/File1/ann/Car damages 314.png.json,Dent,Car parts dataset/File1/img/Car damages 314.png,"[3,184,236,416]"
dent-891e1860b3afd6a2,classification/dent/dent-891e1860b3afd6a2.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,083ec3d7fdf9cc9beb5677fc16793764d2e765cc8f1443e029eb5d9d8c11506e,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 386.png,Car parts dataset/File1/ann/Car damages 386.png.json,Dent,Car parts dataset/File1/img/Car damages 386.png,"[269,151,536,418]"
dent-2ecc8d1c7225d803,classification/dent/dent-2ecc8d1c7225d803.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0fffb36cb0baa7564639c82231ad3b2de9a476cd75f044ade5ca9aa1a0ac96a2,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 389.png,Car parts dataset/File1/ann/Car damages 389.png.json,Dent,Car parts dataset/File1/img/Car damages 389.png,"[48,286,144,382]"
dent-ff98d40c444ca04d,classification/dent/dent-ff98d40c444ca04d.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,698fea88bdfeb94e0578326d609d8aa2ef2f8a404454026623ee476f05654c78,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 400.png,Car parts dataset/File1/ann/Car damages 400.png.json,Dent,Car parts dataset/File1/img/Car damages 400.png,"[165,268,306,410]"
dent-10c37611a879cd24,classification/dent/dent-10c37611a879cd24.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,f5d1a258d70afa4682868c4bf5cd57dcf6c0040aab54be94ce79749a41bf938f,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 439.png,Car parts dataset/File1/ann/Car damages 439.png.json,Dent,Car parts dataset/File1/img/Car damages 439.png,"[374,177,591,394]"
dent-6334949340a19537,classification/dent/dent-6334949340a19537.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,6169f2a9f1b758f41799590f24ca6bd94170a703a7928d1289c4fa2a334e72b6,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 499.png,Car parts dataset/File1/ann/Car damages 499.png.json,Dent,Car parts dataset/File1/img/Car damages 499.png,"[364,63,460,159]"
dent-f90745cd3ead128c,classification/dent/dent-f90745cd3ead128c.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,622743a5fdf2ee826081386bed5bb2541a0d094be05027af8a13b6a889342f11,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 602.png,Car parts dataset/File1/ann/Car damages 602.png.json,Dent,Car parts dataset/File1/img/Car damages 602.png,"[406,139,518,251]"
dent-af12229e372b0af2,classification/dent/dent-af12229e372b0af2.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,198583b1107226299863f09b730f7f01955da5628d6940e15c08347d401f036b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 607.png,Car parts dataset/File1/ann/Car damages 607.png.json,Dent,Car parts dataset/File1/img/Car damages 607.png,"[394,182,490,278]"
dent-c919219fa890c44b,classification/dent/dent-c919219fa890c44b.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,9a6e1a3ebf0688a7de54219beb2a589ff5df1b1a937386ca8404e0971c46e2d2,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 629.png,Car parts dataset/File1/ann/Car damages 629.png.json,Dent,Car parts dataset/File1/img/Car damages 629.png,"[165,167,272,273]"
dent-493c75f2fe8ca659,classification/dent/dent-493c75f2fe8ca659.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,53047c66de0040444b91ba2930113149cd6e3e5d2fced19bd8f40cfc36b67201,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 642.png,Car parts dataset/File1/ann/Car damages 642.png.json,Dent,Car parts dataset/File1/img/Car damages 642.png,"[85,106,210,231]"
dent-42828ba989c8d725,classification/dent/dent-42828ba989c8d725.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,bb3d9456c630c40068e4acd63ac3916449108dedbe62b7fb10b9228c825b1c04,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 656.png,Car parts dataset/File1/ann/Car damages 656.png.json,Dent,Car parts dataset/File1/img/Car damages 656.png,"[306,180,402,276]"
dent-09ec82db117a3bc9,classification/dent/dent-09ec82db117a3bc9.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,862a534959d209901cb3d3d34c8924730d090314b96de3b709048fa5deda554b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 689.png,Car parts dataset/File1/ann/Car damages 689.png.json,Dent,Car parts dataset/File1/img/Car damages 689.png,"[147,163,247,262]"
dent-41b5687adfaf5eef,classification/dent/dent-41b5687adfaf5eef.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b4f2619a6f1a100739dd564a3c101c8e5e38011d894257e7b66c35c1ed0469bd,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 858.png,Car parts dataset/File1/ann/Car damages 858.png.json,Dent,Car parts dataset/File1/img/Car damages 858.png,"[336,0,616,280]"
dent-314c6414976c74be,classification/dent/dent-314c6414976c74be.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,78290baaf4e69a75cf7bbd4511d9edc718c5b25744ee39d2946da2b6db4655de,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 882.png,Car parts dataset/File1/ann/Car damages 882.png.json,Dent,Car parts dataset/File1/img/Car damages 882.png,"[287,119,411,242]"
dent-ea054d0dac12ff99,classification/dent/dent-ea054d0dac12ff99.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b7250b4f1a99fab287814774649c5d1514d713a0acccf096819b985c7d83a01e,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 938.png,Car parts dataset/File1/ann/Car damages 938.png.json,Dent,Car parts dataset/File1/img/Car damages 938.png,"[0,71,96,167]"
dent-e0de982aa13bf2ae,classification/dent/dent-e0de982aa13bf2ae.jpg,dent,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,6b4cdde563177b3d10402c4bd532d6cf8c824dbf671bd66a4c0d013b7de7025e,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 978.png,Car parts dataset/File1/ann/Car damages 978.png.json,Dent,Car parts dataset/File1/img/Car damages 978.png,"[16,160,112,256]"
normal-c4289b25446d027b,classification/normal/normal-c4289b25446d027b.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,051df9bcbbd7f367989de51359de92dbade890c4ac446712c618c918f9b174c8,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1058.png,Car damages dataset/File1/ann/Car damages 1058.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 1058.png,"[80,0,622,543]"
normal-63d5b85a4e3bb4d9,classification/normal/normal-63d5b85a4e3bb4d9.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,f6e676d23cd96912f73e32b44152d60e0b0cd6d100a7ca240e87dc481b1e3057,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1072.png,Car damages dataset/File1/ann/Car damages 1072.png.json,Front-door,Car damages dataset/File1/img/Car damages 1072.png,"[237,0,532,295]"
normal-2cdaa2ec1a2f2e85,classification/normal/normal-2cdaa2ec1a2f2e85.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0ad9236fae3867364d55759350ca1637bee3ca0e26f6b7b5a5be862bfe7b014c,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1104.png,Car damages dataset/File1/ann/Car damages 1104.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 1104.png,"[0,94,500,594]"
normal-a87b1a215de6319b,classification/normal/normal-a87b1a215de6319b.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b8fb705a703eb48a7af42e53408546bc4247c2c9dcb178267a4d946aa90da18e,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1280.jpg,Car damages dataset/File1/ann/Car damages 1280.jpg.json,Front-bumper,Car damages dataset/File1/img/Car damages 1280.jpg,"[279,107,635,462]"
normal-5390f9a8f2ecf4a3,classification/normal/normal-5390f9a8f2ecf4a3.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,f86ad9dfd0113d34d2c7040d87a251baa99992d95f167708911d1fdbb5d93335,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 136.png,Car damages dataset/File1/ann/Car damages 136.png.json,Hood,Car damages dataset/File1/img/Car damages 136.png,"[162,0,612,449]"
normal-c9aa793888018a03,classification/normal/normal-c9aa793888018a03.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,a0b98fa7128521a97e0fa5fbb9ac1571be593528a043c3e27418a523fe56d1e9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1375.png,Car damages dataset/File1/ann/Car damages 1375.png.json,Front-door,Car damages dataset/File1/img/Car damages 1375.png,"[0,0,601,601]"
normal-69b70a4f47b1e8fa,classification/normal/normal-69b70a4f47b1e8fa.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0fc592b8dbef7f191439d2e638be101b9c9455222d199094f83fd7222ae4abd2,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1443.png,Car damages dataset/File1/ann/Car damages 1443.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 1443.png,"[275,72,800,597]"
normal-e8327f80277b239f,classification/normal/normal-e8327f80277b239f.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b56267d5f2dc95ca1a5adcb0ab85afca04b9246d836d52791804c086de21be24,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1460.png,Car damages dataset/File1/ann/Car damages 1460.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 1460.png,"[260,8,802,550]"
normal-a6e76707a9cb670e,classification/normal/normal-a6e76707a9cb670e.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,a24ccdd36b9a1554eb6d0ae69c0f68fdcbfbbecd74fdeb03512845632dad5266,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1474.png,Car damages dataset/File1/ann/Car damages 1474.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 1474.png,"[0,0,550,550]"
normal-0bf5fdc5b42e5b05,classification/normal/normal-0bf5fdc5b42e5b05.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b43218a15485bf3cddcbafd98706855567b19956c4614b361303b2a6c277d53c,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1480.png,Car damages dataset/File1/ann/Car damages 1480.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 1480.png,"[122,0,704,582]"
normal-1c15d9de807226d8,classification/normal/normal-1c15d9de807226d8.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,1f103e8635ec60d09d0bf8c59ed559a582158fee6d3e8d1cb26f3931bacc3995,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1484.png,Car damages dataset/File1/ann/Car damages 1484.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 1484.png,"[247,26,808,587]"
normal-452d6cfa0eb27452,classification/normal/normal-452d6cfa0eb27452.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,67055dd1f8148ecc199dedcae062209dfb3ddd27484fa702c2a58b0411b9bcd5,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1494.png,Car damages dataset/File1/ann/Car damages 1494.png.json,Quarter-panel,Car damages dataset/File1/img/Car damages 1494.png,"[0,0,482,482]"
normal-9217b6514b97b6e4,classification/normal/normal-9217b6514b97b6e4.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,7605c6e5e83c4e96f205317e58d1122c5821ef5b12b2c06a6f107a7d4e5def5b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1545.png,Car damages dataset/File1/ann/Car damages 1545.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 1545.png,"[0,0,561,561]"
normal-bb731651997f6880,classification/normal/normal-bb731651997f6880.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,4ff2caa031a3ec26d93ad26f554b7a19704401a5bb68b9f9f8e1e5c8bd11fb51,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1548.png,Car damages dataset/File1/ann/Car damages 1548.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 1548.png,"[248,50,823,625]"
normal-61a2f0867d3a993d,classification/normal/normal-61a2f0867d3a993d.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,32027fe349442f51c2c5f585fe20369c647a9c5f32fee29fbcbbf3df54e2dfed,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1614.png,Car damages dataset/File1/ann/Car damages 1614.png.json,Hood,Car damages dataset/File1/img/Car damages 1614.png,"[0,10,559,568]"
normal-c9b070bd15f892f3,classification/normal/normal-c9b070bd15f892f3.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,a6c96377567b58bb4dbe90846b8b589a2546c1697818015f0e107e0bb2ef95a2,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1657.png,Car damages dataset/File1/ann/Car damages 1657.png.json,Front-door,Car damages dataset/File1/img/Car damages 1657.png,"[150,44,502,396]"
normal-1d11f53369f2b48d,classification/normal/normal-1d11f53369f2b48d.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,adab0a5a3da7f43d1a807a0b5ac19cf2796a5b0f51f43a7ce5b9924993496d1b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1662.png,Car damages dataset/File1/ann/Car damages 1662.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 1662.png,"[52,0,596,543]"
normal-a8fb68502a607739,classification/normal/normal-a8fb68502a607739.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,34b53552a8af6f53a122b381c257672e93c6a7aa355af8909c6e54efa4b3af00,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1717.png,Car damages dataset/File1/ann/Car damages 1717.png.json,Front-door,Car damages dataset/File1/img/Car damages 1717.png,"[179,8,510,340]"
normal-015786eb72575996,classification/normal/normal-015786eb72575996.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,3202df9ae75967cada07c0b90e2f4330068a45f76edc40190114a61b3c95ca53,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 1720.png,Car damages dataset/File1/ann/Car damages 1720.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 1720.png,"[315,0,820,505]"
normal-5fc53496ddddd14a,classification/normal/normal-5fc53496ddddd14a.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,e68afb1e5a9d60c5ef3fd6c958fab05cc452bcaea7b2c3b4801101f869ab05c9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 213.png,Car damages dataset/File1/ann/Car damages 213.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 213.png,"[0,109,309,418]"
normal-0eb852d0023a6eab,classification/normal/normal-0eb852d0023a6eab.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,61f921fd14d18721151c965a9a64dd9f72d3cf2ac0f3ccdfab6cbab4a328ef00,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 226.png,Car damages dataset/File1/ann/Car damages 226.png.json,Quarter-panel,Car damages dataset/File1/img/Car damages 226.png,"[56,0,654,598]"
normal-fe960cd993253330,classification/normal/normal-fe960cd993253330.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,3f564f43e3319d0b8d9f4c7ffa8a3734657f30f99e2fa6f6a7c49e12912fb536,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 246.jpg,Car damages dataset/File1/ann/Car damages 246.jpg.json,Front-bumper,Car damages dataset/File1/img/Car damages 246.jpg,"[194,38,631,475]"
