file_path,class_name,original_label,source_dataset,source_url,licence,source_group,review_status,review_notes
normal/commons-130542062.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Long_Island_2023_005.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-130542062,rejected,Creator: Photograph by Mike Peel (www.mikepeel.net).; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-130542069.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Long_Island_2023_006.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-130542069,accepted,Creator: Photograph by Mike Peel (www.mikepeel.net).; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-130542072.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Long_Island_2023_007.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-130542072,rejected,Creator: Photograph by Mike Peel (www.mikepeel.net).; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-137717479.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BYD_Auto,_IAA_Summit_2023,_Munich_(P1110783).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-137717479,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-141767367.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aulitzky_M3_Competition_Touring,_EMS_2023,_Essen_(P1160951).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-141767367,accepted,Creator: MB-one; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-141810615.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_M4,_EMS_23,_Essen_(P1170092).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-141810615,accepted,Creator: MB-one; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-143046152.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Audi_RS4,_EMS_2023,_Essen_(P1160911-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-143046152,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-144432033.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170168-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-144432033,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-144472729.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aixam,_BAS_24,_Brussels_(P1170403-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-144472729,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-144792101.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170498-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-144792101,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-144792261.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aixam,_BAS_24,_Brussels_(P1170130-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-144792261,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-144887730.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_XM,_BAS_24,_Brussels_(P1170360-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-144887730,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-145174203.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170500).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-145174203,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-145243450.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170156-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-145243450,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-145517884.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170247-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-145517884,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-145835911.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Spring_GIMS_2024_1X7A2022.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-145835911,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-145865998.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_BYD_Tang_GIMS_2024_1X7A2306.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-145865998,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-145866001.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_BYD_Tang_GIMS_2024_1X7A2342.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-145866001,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-145882737.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Sandero_III_GIMS_2024_1X7A2018.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-145882737,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-145927505.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_3.0_CSL,_GIMS_2024,_Le_Grand-Saconnex_(GIMS0187).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-145927505,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-146134321.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Jogger_Hybrid_GIMS_2024_1X7A2409.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-146134321,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-146134331.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Jogger_Hybrid_GIMS_2024_1X7A2413.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-146134331,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-146134492.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Sandero_III_GIMS_2024_1X7A2249.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-146134492,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-146326364.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Isuzu_D-Max_(third_generation)_GIMS_2024_1X7A2055.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-146326364,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-146326397.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Isuzu_D-Max_(third_generation)_GIMS_2024_1X7A2056.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-146326397,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-146458286.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_BYD_Tang_GIMS_2024_1X7A2258.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-146458286,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-147141304.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Bristol_2006_018.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-147141304,accepted,Creator: Photograph by Mike Peel (www.mikepeel.net).; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-147141309.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Bristol_2006_019.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-147141309,rejected,Creator: Photograph by Mike Peel (www.mikepeel.net).; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-147141312.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Bristol_2006_020.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-147141312,rejected,Creator: Photograph by Mike Peel (www.mikepeel.net).; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-147141314.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Bristol_2006_021.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-147141314,rejected,Creator: Photograph by Mike Peel (www.mikepeel.net).; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-147141317.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Bristol_2006_022.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),commons-147141317,rejected,Creator: Photograph by Mike Peel (www.mikepeel.net).; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-147816837.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Abylai_Khan_Avenue,_Almaty_(P1180215).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-147816837,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-148659322.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:1940_Maybach_SW_38_42_Pullman,_TC_24,_Essen_(TCE42715-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-148659322,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-148721571.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aston_Martin_Valkyrie,_TC_24,_Essen_(TCE42947).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-148721571,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-148721661.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:1950_Jaguar_Mark_V_2.5_DHC,_TC_24,_Essen_(TCE42662).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-148721661,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-149049740.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:1929_Rolls-Royce_Phantom_II_Boattail,_TCE_24,_Essen_(TCE43400-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-149049740,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-149445919.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aston_Martin_V12_Vantage,_TC_24,_Essen_(TCE42642).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-149445919,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-149632175.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aston_Martin_V12_Vantage,_TC_24,_Essen_(TCE42645).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-149632175,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-149632179.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW,_TC_24,_Essen_(TCE42709).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-149632179,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-150114711.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Audi_A8_Connect,_IAA_2011,_Frankfurt_am_Main_(DSC03296).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-150114711,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-150606968.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_M5_mule,_Munich_(P1190468).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-150606968,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-150909317.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Abarth_500,_Motortreff_Bella_Italia_2024,_Munich_(P1190451).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-150909317,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-151007973.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_Z8,_Motortreff_Bella_Italia_2024,_Munich_(P1190319-Pano).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-151007973,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-152675144.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_i8_Roadster,_Motortreff_Bella_Italia_2024,_Munich_(P1190312).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-152675144,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-155026372.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Auto_2024,_Zurich_(PANA1038).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-155026372,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-155028434.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Auto_2024,_Zurich_(PANA1029).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-155028434,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-155056679.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Auto_2024,_Zurich_(PANA0883).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-155056679,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-16130613.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:Aixam_-_O_Carril_-_Vilagarc%C3%ADa_de_Arousa_-_Galiza-46.jpg,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),commons-16130613,accepted,Creator: Luis Miguel Bugallo Sánchez(Lmbuga); accepted under v2-visual-quality-rules-2026-09-06
normal/commons-16146254.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2P26_Panzerabwehrraketen.JPG,CC BY 3.0 de (https://creativecommons.org/licenses/by/3.0/de/deed.en),commons-16146254,rejected,Creator: High Contrast; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-16234456.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2011-08-13_189_FMR_TG_500.JPG,CC BY-SA 2.0 de (https://creativecommons.org/licenses/by-sa/2.0/de/deed.en),commons-16234456,accepted,Creator: Lothar Spurzem; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-163259483.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:18._ADAC_Stormarn_Classic,_Zarpen_(TR257232).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163259483,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-163275827.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:18._ADAC_Stormarn_Classic,_Zarpen_(P1045461).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163275827,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-163276452.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:18._ADAC_Stormarn_Classic,_Zarpen_(TR257255).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163276452,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-163299041.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:0_car,_40._ADAC_Stormarn_Rallye,_Luetjensee_(TR256767).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163299041,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-163343253.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:40._ADAC_Stormarn_Rallye,_Luetjensee_(TR256932).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163343253,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-163343302.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:18._ADAC_Stormarn_Classic,_Luetjensee_(P1045457).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163343302,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-163343324.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:14._ADAC_Stormarn_Retro,_Zarpen_(TR257093).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163343324,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-163343344.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:14._ADAC_Stormarn_Retro,_Zarpen_(TR257099).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163343344,rejected,Creator: Matti Blume; rejected under v2-visual-quality-rules-2026-09-06: failed one or more visual inclusion rules
normal/commons-163484530.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:40._ADAC_Stormarn_Rallye,_Luetjensee_(TR256968).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),commons-163484530,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-176270688.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:1947_Tama.jpg,CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),commons-176270688,accepted,Creator: TTTNIS; accepted under v2-visual-quality-rules-2026-09-06
normal/commons-176983186.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:1960_Nash_Metropolitan.jpg,CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),commons-176983186,accepted,Creator: TTTNIS; accepted under v2-visual-quality-rules-2026-09-06
