image_id,file_path,class_name,original_label,source_dataset,source_url,licence,checksum,perceptual_hash,dataset_split,source_group,review_status,review_notes,source,license
dent-65cab073486528a9,dent/hitl-6e0f9f8bb5e01f07.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201196.png,CC0-1.0,65cab073486528a9c59f756174c7ce559f8a4209a85f6d57f65257fb54973795,fa6c78d12420d1c0,train,Car parts dataset/File1/img/Car damages 1196.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1196.png.json; crop (302, 198, 491, 388); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-fd6d83d81b999448,dent/hitl-56df566d1e1b1988.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201204.png,CC0-1.0,fd6d83d81b99944890894f36ca9ba810ef8078d72dd7c6e1a433c17854551e94,fdd4a2c3d3e60d9e,train,Car parts dataset/File1/img/Car damages 1204.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1204.png.json; crop (286, 213, 508, 434); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-0708b2f8bb4742b4,dent/hitl-900b7e9101772a43.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201207.png,CC0-1.0,0708b2f8bb4742b4b7c3b57c9426fb579bff0107cb81bdb17e2f2dd294175ac0,f5f91eee321d3d64,train,Car parts dataset/File1/img/Car damages 1207.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1207.png.json; crop (292, 151, 451, 310); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-8c1fede7a9f1f4a5,dent/hitl-210d61841d084c7c.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201214.png,CC0-1.0,8c1fede7a9f1f4a5580a18be38d84b84c2a6b24234cabb434ec79ca8bc592e81,9c2e4eb964c6fd6f,train,Car parts dataset/File1/img/Car damages 1214.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1214.png.json; crop (0, 111, 281, 392); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-54f2404d6dda1232,dent/hitl-dc5f0b5942521947.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201215.png,CC0-1.0,54f2404d6dda1232a61127b10925a2ea641c04458e42925a0b7a5f68da9a7d9a,1340aec7f3fafc01,train,Car parts dataset/File1/img/Car damages 1215.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1215.png.json; crop (232, 259, 379, 406); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-9879bed54ba2a51b,dent/hitl-a98f89607c53f8d1.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201218.png,CC0-1.0,9879bed54ba2a51bc22669a1c083adb5f5abd5a1cad4a70a26afccb00b60c4bf,b1214303051b3047,train,Car parts dataset/File1/img/Car damages 1218.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1218.png.json; crop (165, 151, 580, 566); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-dcc42fc28df89fc0,dent/hitl-500ab19ffef94d03.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201224.png,CC0-1.0,dcc42fc28df89fc02a1e4682da5d9057beca319db55950f408f6a20966312c43,22906030b9d9cbcb,train,Car parts dataset/File1/img/Car damages 1224.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1224.png.json; crop (99, 137, 201, 240); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-2e142cc8c76c31b7,dent/hitl-77fb49255bd569d6.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201256.png,CC0-1.0,2e142cc8c76c31b7385593f0b2485fe9bbde198bb011efc7c1ed3d1341704ed4,0f781e091870cb98,train,Car parts dataset/File1/img/Car damages 1256.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1256.png.json; crop (311, 172, 501, 363); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-8ae9737f1f82928e,dent/hitl-4b854af12413842b.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201263.png,CC0-1.0,8ae9737f1f82928e8ef5a99a8ce701d1e2079200510a89a2513f73b5ede56bfc,5f9b1b07dcdcd987,train,Car parts dataset/File1/img/Car damages 1263.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1263.png.json; crop (195, 51, 512, 368); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-9a97109589a18e8e,dent/hitl-8fcc5dfdc4166ba0.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201266.jpg,CC0-1.0,9a97109589a18e8ebea1c0e8cb20652ff2e79500d1c62f238f651ea448cf0a9e,c7375743233b0121,train,Car parts dataset/File1/img/Car damages 1266.jpg,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1266.jpg.json; crop (278, 293, 410, 424); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-912f4c52febf5597,dent/hitl-66e88bc6c2138841.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201283.png,CC0-1.0,912f4c52febf5597984b26230fd80eb22a5810a4f1d4850d906f8166e2f01e03,3c162643d27c7915,train,Car parts dataset/File1/img/Car damages 1283.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1283.png.json; crop (156, 400, 312, 556); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-7be08917cf1eb377,dent/hitl-497a4115d154d5e5.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201331.png,CC0-1.0,7be08917cf1eb3771fc4a255376f5a06bb772189c35ad73dc28a6eed37b5ebc5,3763e1ccf73e8fc9,train,Car parts dataset/File1/img/Car damages 1331.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1331.png.json; crop (208, 194, 398, 384); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-8b04eef2fb06258b,dent/hitl-bc4183e02562f9f2.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201336.png,CC0-1.0,8b04eef2fb06258bef25c493a69b086f1d946d46cbb8259c847815320727235f,7060644b0c290f9a,train,Car parts dataset/File1/img/Car damages 1336.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 1336.png.json; crop (542, 69, 782, 308); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-36d6b5f5b21e3817,dent/hitl-e46829ed4f1676ee.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20160.png,CC0-1.0,36d6b5f5b21e38176631e8cb91b110339bdb3be5aef7287f012aa2f16b029f6d,17a1f447f3f97c81,train,Car parts dataset/File1/img/Car damages 160.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 160.png.json; crop (174, 139, 316, 280); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-cd0d0471c0f85351,dent/hitl-366987df607dbb1e.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20163.png,CC0-1.0,cd0d0471c0f85351d7f85e28b4236ad28a77bfe6dd21af5b55e87476f874315d,d6eda793abefd8f1,train,Car parts dataset/File1/img/Car damages 163.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 163.png.json; crop (498, 67, 655, 223); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-8c9f66f808ad3fa4,dent/hitl-b722f4f27fbd13e0.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20166.png,CC0-1.0,8c9f66f808ad3fa47957cb01fdd41ed4bcad1ed9016026d0a0be622d27db754f,c232929e8e12c864,train,Car parts dataset/File1/img/Car damages 166.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 166.png.json; crop (319, 150, 466, 296); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-6a4cc6400f908045,dent/hitl-172ecb91674001b0.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20180.png,CC0-1.0,6a4cc6400f9080457c42e1221260c9316997be2b04928a523bf65533a7829c59,90f27939c969ede6,train,Car parts dataset/File1/img/Car damages 180.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 180.png.json; crop (14, 210, 110, 306); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-dcccd3d7b5965cf6,dent/hitl-e837aef9a2caeda6.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20205.png,CC0-1.0,dcccd3d7b5965cf6066559147394134799e60aa52ea43a367c189af3590621a4,31d6c0409c70c30b,train,Car parts dataset/File1/img/Car damages 205.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 205.png.json; crop (141, 253, 279, 391); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-7f6d786ab48b7e87,dent/hitl-ced567cb16e4128b.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20207.png,CC0-1.0,7f6d786ab48b7e87c044ca48899d9bb5436136684235576e3195a4184de46b70,2cce161110e42c08,train,Car parts dataset/File1/img/Car damages 207.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 207.png.json; crop (391, 186, 571, 367); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-8773e5a45beacc12,dent/hitl-ae4474cc5f556d0c.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20227.png,CC0-1.0,8773e5a45beacc12e4e56cef05ef0feb4181fff37a5e14cdcfb1bfe03616d91e,d5c434e3c6ff7bfe,train,Car parts dataset/File1/img/Car damages 227.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 227.png.json; crop (434, 177, 674, 418); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-c19447be0557b0d1,dent/hitl-699555be280cd0e6.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20241.png,CC0-1.0,c19447be0557b0d1ff68fc4a60ecd984cb0b6bd3a519f5620d673c6e5a1f1812,b2c25a9abc3ee6ff,train,Car parts dataset/File1/img/Car damages 241.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 241.png.json; crop (230, 123, 432, 325); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-8f0e25e2c1c72d58,dent/hitl-13387987f3ee3515.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20242.png,CC0-1.0,8f0e25e2c1c72d582f5cf90876ff6a666e9512d4b137170acf683e9b2aad763f,70e5ca12dff9ff77,train,Car parts dataset/File1/img/Car damages 242.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 242.png.json; crop (112, 95, 406, 389); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-3fa20b58f89e0bb8,dent/hitl-f0a2b0aa9555d45a.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20245.png,CC0-1.0,3fa20b58f89e0bb80f5bd4088596249b75eea6a5d3983f42c782438aeee9f9f5,66660cc66cf0c340,train,Car parts dataset/File1/img/Car damages 245.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 245.png.json; crop (96, 24, 306, 234); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-fc125f7e798b3606,dent/hitl-247f4b5c1edd5d26.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20246.jpg,CC0-1.0,fc125f7e798b36062896786edf0ecd684eb95cec90f17f344463c9cafa595810,2d0d4dcefb1c8311,train,Car parts dataset/File1/img/Car damages 246.jpg,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 246.jpg.json; crop (229, 175, 395, 341); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
