filename,expected_class,original_label,source_dataset,source_url,licence,licence_url,attribution,source_group,checksum,perceptual_hash,excluded_from_training_validation,selected_before_inference,selection_protocol_version
scratch/hitl-1a9d8b4afcbb6278.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20254.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 254.png,25526eeb61ad23d1e97679c8bea6a9f9d7094e1ec8e4acce0aa64612a48c8af3,fcfcbcf4f2e9fc3c,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-55e7dfbbd6c32a45.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20299.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 299.png,f93eedeff66f60ed7d2a9937790798599da5bea6e4c11a7191260c77d626b06b,ee7967ce1d7020ff,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-770c525bf1838c68.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20798.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 798.png,9ab01f15c678774a22a7307eef401a0f17e0f27c4a07e87453171d90a1cbd253,a88b212080c0e17c,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-7bad4a172946acb1.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201327.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 1327.png,814cc1ab49605a2267f42397d8bb62429d6169213a6bdc2bc3553dd44cecb3f7,33b3e4f1c001036d,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-a98f319a0c18c009.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20395.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 395.png,9a4a7b46c0154bf9a5d6680346dbb881b47136e00f633b4073ce7ec1171adaaf,f8c01ce71f7c831f,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-b0474468613fafeb.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20222.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 222.png,8bc6b4abd8b09ce144a6b2c363f6879361a4098bc03457b5026ce73e7493e7d9,8f1b3552c2e2f2d3,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-c9cacf82302fa8bd.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20422.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 422.png,94fb361b975be61e3d1e7873d34db8d6ec9445a6ee54f1f4d3babbf06fc093a6,8c8c6e3c1c420860,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-cfc596d5795336c9.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20418.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 418.png,bb0573b3ee000ef1133f17f4adfe5f34f1fa0b07399d913c2e699aa3384f4dfe,7639cff8f04f3fff,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-fcb53827d9976407.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201346.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 1346.png,4d9c661f674e170b327545c2186b6db320e1eeb52c786574509efecffb40c7e4,1036903c653330b0,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
scratch/hitl-fd8cd45b8f815f94.jpg,scratch,Scratch,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20637.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 637.png,ef6882a4cf1f350e82844fb7d9a4b8ddc565059fb4885cc7d3bfa21710e0ceff,e0077f974d0e4efb,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-0d1663dea6ba46c6.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20702.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 702.png,b0bb55c9927bf9587c0a8880c50f72ae4af3c76cfa6948af0cd56ca124d1f1b5,2d5d4f0bc6e7d37d,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-1315c7b9815cf52d.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201230.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 1230.png,9ea32f3e8decbbd10b92f7358742ed1e04b1364618752599060b745eefe11441,f3d3cfeee3e1f6de,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-1df918a2063cb805.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20804.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 804.png,ef452e47c51dbf01d9b65d700af8f9ba9d52f56fbc52c4f0166fa56e66bc1e5f,e3b13ceef6f73b38,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-44b8fe24c5d1e0b4.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20257.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 257.png,bdfdfd02f6c302d0a974ceddd4196f488fb9006bf1b973412c52ea83250f0f24,7ffffbc331666ac1,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-5a26b50f33a0dc87.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20688.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 688.png,907dba47970245b7233324d91bc06e185a496cedd38e91945005ca8cdf977d21,d8d4d3732f3676f4,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-8836b57d8757312a.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20196.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 196.png,a3a0bb54d46c79aabe2a6dd13ae81328e402a3eef7197bbb86d48dd79a8b4fb5,4248004000420371,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-ae75723084a3a06d.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%201329.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 1329.png,5ceb0166c1bb2e25b075bdbc5ae0687cefa38f358c69da90b3c3166673588ffb,fad73dd39b973599,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-e2231249ed1aec86.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20983.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 983.png,fd7e1de9f0a05bbc3227a16f600e574ed92a0b805a5b628c3a5ef7e4fcf024e6,b11c6f676d6df39e,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-ed7d7659eb143dfd.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20786.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 786.png,f176b0893db32b27a131ffd451355cfd8996c0ee72685e8a9779a7d3f4da82dd,cb8d8dd8e0e43e6f,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
dent/hitl-ef4288a3d44fa4d7.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20397.png,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,Humans in the Loop / CC0 1.0,Car parts dataset/File1/img/Car damages 397.png,a50e0f7c26fd5cbae33a171ecaa390b9cf6e728e3030cbb41d4a3c62e92f3f04,1d2d76ebd178310e,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-129623127.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:025_Durchgerostet_Karosserie_-_car_bodywork_rusted_through_in_BMW_318i_E46.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Marek Ślusarczyk (Tupungato) Photo portfolio,commons-129623127,06b905df450382430da64132afad45f92e85e74ab351f668ac3c82f09f9e9d80,24b48963371f7ef2,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-174158159.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1999_UAZ_31514_beige_front.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Throwawayacc222,commons-174158159,741363a19c5741eacee410486dd678262263453872210a97dc5c182ce887f377,2cecb53767cf4e0d,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-18484033.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Borgward_Isabella_Wreck_-jns001.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,János Tamás,commons-18484033,90641c47b3c1d2216608dfcc50cfffb432785ac05477fda6dac72d10b71aff45,c0e8d23719c36975,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-19820877.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:011_Corrosion_panneau_arr_D.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Snoopy1974,commons-19820877,36c9e19ddbf3c50cab834410d68f4be00a58a16eec08c58e3f44d9d106803ac8,0b197af0e0e03071,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-38584707.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1990_Holden_Calais_(VN)_sedan_(16599310422).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Jeremy from Sydney, Australia",commons-38584707,01e8592ce7dc699b734d66719d0f1380c324a257bfb002fbcad06020fbb9bc9f,f9f2f8b09031c3d5,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-38911657.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1977-79_Toyota_Corolla_in_an_appaling_%22roadworthy%22_condition_(10274398094).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Charlie from United Kingdom,commons-38911657,71381549d6d20623f5d3fc3168710d2223093b2c65d2501edd3962b99f3a21f7,b068c8ae33424f17,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-39677503.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1961_Rambler_American_convertible_blue_barn_find_WV-4.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"CZmarlin — Christopher Ziemnowicz, releases all rights but a photo credit would be appreciated if this image is used anywhere other than Wikipedia. Please leave a note at Wikipedia here. Thank you!",commons-39677503,4c73c83c80f74ce676d2474c8205245a97d190e725386b44d7b80a71862e6853,cbc7c3879dc93f7e,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-61972729.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Abandoned_Lada_2104_(VAZ_2104)_Front.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,KGC626,commons-61972729,2c82232983afd291b2c6db0a3601ae2d2917f61211f79a76b80a6a70ac748c68,fdeec4bf7cfcbc7c,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-6812018.jpg,rust,rusty automobile,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Car_detail_zacatecas.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Tomas Castelazo,commons-6812018,d87a3a79f12295648b41b6a2ecdfddb930c03c68a6d37f879ae4bcdba4b1f85b,70c656738a0cc683,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
rust/commons-88806007.jpg,rust,rusty automobile,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Austin_A40_van,_Knechtsvlakte,_Vanrhynsdorp,_South_Africa.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Edward Middleton,commons-88806007,47f0f047d4cf1b987a06efd9daf7834baf67358b9dedf6eb8857b82880e9735b,61c1959339c54b53,yes,yes,panelcheck-demo-visual-review-v1-2026-09-06
